ID,Target
ID_AZTpltEK,0.183461
ID_AZeXIEjC,0.592615
ID_AZlhigno,0.364532
ID_AaddtiNV,0.28345
ID_AapjoJOp,0.104851
ID_AaqhgzQg,0.223062
ID_AbPvdDjY,0.222914
ID_AbjgpquZ,0.236451
ID_AcJsYVfw,0.623572
ID_AchxBBpV,0.465386
ID_AdMKbZwG,0.758066
ID_AdMOWPrw,0.23508
ID_AdTMVZkN,0.355305
ID_AddSOaGc,0.67186
ID_AdnsVRpz,0.23867
ID_AdpiQTym,0.594163
ID_AekyIxSO,0.209955
ID_AfJwBDUJ,0.586054
ID_AfNuECWg,0.520356
ID_AfVscPmP,0.248346
ID_AfhrbWzR,0.195737
ID_AfwryFhH,0.642904
ID_AgUAucCP,0.379204
ID_AglMAZoh,0.479757
ID_AhnGcQio,0.490456
ID_AjJPPHAL,0.64854
ID_AjKmTFMY,0.621783
ID_AjiMKkPT,0.623939
ID_AkVcUTjP,0.218547
ID_AkxtjnJa,0.521807
ID_AlJhLJRt,0.1627
ID_AlVKVicY,0.522054
ID_AllHLvcz,0.401358
ID_AltrReMt,0.579103
ID_AmQJHfYo,0.246776
ID_AmpezFVR,0.120428
ID_AmtsBLns,0.638356
ID_AnEcIkfL,0.206516
ID_AnPYWNBM,0.631002
ID_AngLjjUp,0.187215
ID_AoGJYJXv,0.261658
ID_AoUZroQf,0.247913
ID_AoexKjgK,0.17793
ID_ApKXUhZD,0.235652
ID_AphFNCOm,0.566574
ID_AppOiOze,0.279839
ID_ArNAYuzY,0.359403
ID_ArqJHIiA,0.218838
ID_ArqnMNZq,0.56312
ID_AsTClwPW,0.12814
ID_AskSIyih,0.330498
ID_AtsAxWos,0.527211
ID_AuRfiVsE,0.128752
ID_AvXZLrZz,0.172928
ID_AvyadwXB,0.174309
ID_AwHoEELL,0.204716
ID_AwIqEAPg,0.157062
ID_AwbVNQCH,0.250935
ID_AwjmYsgR,0.142638
ID_AxiRuHUW,0.196173
ID_AxpIjGor,0.255002
ID_AyBgznlu,0.439382
ID_AycBTAkj,0.414123
ID_AytNtCJi,0.364026
ID_AyugJuAH,0.715009
ID_AzLBUveg,0.670686
ID_AzoYzxAX,0.596444
ID_AzyCgstS,0.213034
ID_BACWTtes,0.363543
ID_BAgxLKbX,0.149411
ID_BCLimyhl,0.511667
ID_BENSZKZu,0.569106
ID_BFOASLhf,0.480635
ID_BGGIQkSh,0.226402
ID_BGtDAbgZ,0.580901
ID_BHksJRSY,0.259133
ID_BHqjkqep,0.547293
ID_BIYJNHpp,0.388995
ID_BIsVRnTa,0.203849
ID_BJSkytVT,0.163393
ID_BJcdZfAP,0.634613
ID_BJuIrHhj,0.277709
ID_BKEpocAb,0.180523
ID_BKeVvvIM,0.14837
ID_BKkqXeJu,0.72779
ID_BKnPHIZU,0.585234
ID_BLKEoSEj,0.133738
ID_BLMUOuyN,0.275688
ID_BLQGrlac,0.647792
ID_BLWzhZoc,0.142359
ID_BLfnIdeD,0.2976
ID_BLyRuqNO,0.348076
ID_BMnejXQv,0.501619
ID_BNMVQEeS,0.439787
ID_BNRZTGqH,0.157877
ID_BNmlTGuI,0.566284
ID_BOTnxefH,0.262736
ID_BOWasnlf,0.646212
ID_BOlqmpzO,0.165129
ID_BPZFicMO,0.19968
ID_BPcdusVC,0.123241
ID_BPckcnJB,0.094663
ID_BPviWSjp,0.402609
ID_BQDCDIer,0.386246
ID_BQQuPSyd,0.408621
ID_BQUtzjNQ,0.714528
ID_BQVTAVeq,0.158324
ID_BQrXEZaN,0.192356
ID_BRwXItOz,0.663816
ID_BSFdCBll,0.360517
ID_BSwtXRdT,0.649467
ID_BTBuBpdC,0.212088
ID_BTneEiIB,0.247945
ID_BTyBHQxE,0.39372
ID_BUMasXYh,0.217237
ID_BUctWDpc,0.526188
ID_BUeZVsfi,0.302053
ID_BUmGlhku,0.294587
ID_BUvNegcE,0.265352
ID_BVzoXQLD,0.267349
ID_BWDtiWqd,0.096965
ID_BWOvOSgP,0.229138
ID_BWaZfPdX,0.260176
ID_BWnYZspx,0.210255
ID_BXZblSjm,0.671401
ID_BXjwZkCv,0.157563
ID_BXnhmUeo,0.49544
ID_BXsVMIJL,0.148281
ID_BYERNhZh,0.285238
ID_BYJfZMFM,0.177282
ID_BYqGaJje,0.578643
ID_BaTjJScD,0.172804
ID_BafknAZf,0.168359
ID_BahbAJNa,0.313055
ID_BanIiHAk,0.609841
ID_BbJWEHzV,0.548788
ID_BbTAPcaU,0.205817
ID_BbgTIBJH,0.158984
ID_BbhdoKFr,0.448243
ID_BcEnAvKQ,0.167874
ID_BcLYUQDQ,0.334434
ID_BcfOfcmN,0.334204
ID_BcuTjCYd,0.160399
ID_BdMwaKOm,0.288001
ID_BdSzkjcZ,0.301382
ID_BdpXvXXB,0.177561
ID_BePnAQZY,0.546434
ID_BedVMtVo,0.286444
ID_BeeJpwcS,0.652286
ID_BexSacBp,0.253445
ID_BgDmcheL,0.244226
ID_BgOwSqkn,0.208487
ID_BgZHcdGw,0.368076
ID_BgvEOKBt,0.253232
ID_BhJajvyp,0.213387
ID_BhdcRktG,0.137172
ID_BileAeKW,0.255862
ID_BjkDtgBv,0.447877
ID_BkEGkxPL,0.569319
ID_BkKNZJfY,0.65458
ID_BkWRsqza,0.154648
ID_BlbswiMs,0.238431
ID_BldmlKns,0.283238
ID_BmAeMYuZ,0.538952
ID_BmGVKQlC,0.356716
ID_BmQLglxX,0.578576
ID_BmeaYaYT,0.657937
ID_BmwCjoTm,0.093512
ID_BnKFJQmE,0.13041
ID_BoLrudOn,0.585604
ID_BomllRrf,0.303091
ID_BpBLjOGl,0.26623
ID_Bprqtkgu,0.299062
ID_BqARbjuY,0.363196
ID_BqJwOKcV,0.226023
ID_BrAyqKKs,0.258627
ID_BrHaBSak,0.224509
ID_BrNTrTJS,0.167368
ID_BrjFnCOV,0.536021
ID_BsCOXdIc,0.290168
ID_BskMWBkZ,0.199216
ID_BsvIgCun,0.265575
ID_BtZtIfAE,0.221473
ID_BtbsRFKG,0.349558
ID_BuPJlYkS,0.257258
ID_BunqEuvU,0.524978
ID_BuuSokWy,0.156087
ID_BvAJUBeY,0.240573
ID_BvmloKCu,0.220558
ID_BvyUJisZ,0.262538
ID_BwKBOiRk,0.219935
ID_BwYJqClq,0.216439
ID_BwqdPmCF,0.584088
ID_BwuBhMko,0.565217
ID_BxCJCoAu,0.306188
ID_BxfinfdK,0.198789
ID_BxkGxjYl,0.424658
ID_BxrIUAMk,0.347949
ID_BxwOqCFH,0.576639
ID_ByCHPfWg,0.271854
ID_ByHxQqFV,0.258319
ID_BzfLCcrp,0.68652
ID_BzhqaXhd,0.171911
ID_CApOzbVe,0.620111
ID_CAwiczhy,0.327447
ID_CBHcMUxl,0.622002
ID_CBLPCEiF,0.480864
ID_CCBeZTax,0.197944
ID_CCYOinIu,0.613347
ID_CCyYkARx,0.28311
ID_CDcpBAxa,0.186952
ID_CEjbJvfm,0.540841
ID_CEovNAGo,0.181342
ID_CEswmFAi,0.48728
ID_CFGHZhVZ,0.187337
ID_CFLqojnO,0.257691
ID_CHaUQJZY,0.368788
ID_CHoLFytL,0.68355
ID_CHwsbogl,0.148718
ID_CInuXMqQ,0.192862
ID_CItNqzsL,0.337202
ID_CJALNWFL,0.234935
ID_CJFgJxvV,0.663186
ID_CJcpNKva,0.592917
ID_CJjazdtk,0.308142
ID_CJrYGSlk,0.169331
ID_CJybLoZa,0.279042
ID_CKRTJvGh,0.237296
ID_CKTBuvjM,0.129905
ID_CKXVLmYF,0.324318
ID_CKutiOYg,0.272767
ID_CMCJHRET,0.240093
ID_CMSTfhLo,0.178039
ID_CMmSpIpS,0.183526
ID_CNLIzGRb,0.624422
ID_CNTyGgNf,0.374794
ID_CNomHNBL,0.185907
ID_CNumyVrp,0.219019
ID_COAXJICB,0.154828
ID_COFPzxUZ,0.613084
ID_CORDXJYF,0.18037
ID_COiectME,0.259436
ID_COmvRhji,0.230398
ID_COwomyts,0.218792
ID_CPBMDtlp,0.265748
ID_CPBcvVZF,0.188828
ID_CPVntXyj,0.374925
ID_CPgzAcNV,0.264969
ID_CPmKoXaM,0.4797
ID_CQXJlkpg,0.254338
ID_CQdiljDi,0.401638
ID_CQjqNebG,0.297425
ID_CQrFKiAF,0.643641
ID_CQwiVqqi,0.262726
ID_CRHKLiZx,0.188281
ID_CRcEYgTa,0.213421
ID_CRhFCLMO,0.566739
ID_CSgpXvnE,0.192154
ID_CTMgejoI,0.327094
ID_CTvGkQxC,0.623453
ID_CUHvrwUk,0.603363
ID_CUqAHPvV,0.379106
ID_CUrFSWvx,0.496781
ID_CUrmEAzr,0.646079
ID_CVEpdfZX,0.194577
ID_CVLVfYWj,0.601498
ID_CVyTZXZV,0.260041
ID_CWExbLjv,0.550444
ID_CWLDtzoR,0.165776
ID_CWdrRUMl,0.275552
ID_CXDrRaxi,0.456695
ID_CXOHsOJa,0.221312
ID_CXkHPCXN,0.424481
ID_CXrYCDQg,0.187362
ID_CYAuVAJL,0.212663
ID_CYMzgJDP,0.327408
ID_CZNHAUJe,0.210306
ID_CZXIVnJE,0.490644
ID_CabsHfvT,0.587842
ID_CauugnrH,0.620009
ID_CbtgMYyq,0.192039
ID_CcNJYtwL,0.589735
ID_CckQkXGP,0.26884
ID_CcmjRDYK,0.23589
ID_CctkAzJX,0.509019
ID_CdAXQiqT,0.594728
ID_CdgnMeCm,0.666755
ID_CdlTAUyo,0.211622
ID_CdsjvxIM,0.129271
ID_CdzRNGiI,0.308963
ID_CeWrsJlc,0.217698
ID_CfBQkmKi,0.282406
ID_CfCJfsmM,0.390577
ID_CgTRGtyu,0.574608
ID_CgaBKcYz,0.133472
ID_CgbzKLPN,0.370244
ID_CgmJXUAE,0.600568
ID_CgwBaLyC,0.605186
ID_CgxIbCpN,0.570104
ID_ChBMThEy,0.517266
ID_ChDQkXGC,0.139224
ID_ChLImXEd,0.205798
ID_ChQqQyHS,0.240933
ID_CiUBALML,0.212941
ID_CjCcWaCW,0.14422
ID_CjRxgnXw,0.64642
ID_CjYBfXAm,0.246519
ID_CjlNKJev,0.516753
ID_CkGygIhb,0.384802
ID_CkMexKDy,0.394222
ID_ClGkNwzB,0.408598
ID_CmATHcPd,0.5986
ID_CmBBflPP,0.230282
ID_CmFkQUst,0.197837
ID_CmVQUydc,0.308095
ID_CmwKqVGu,0.149973
ID_CnTZNOiq,0.665618
ID_CnUVwWFS,0.597149
ID_CoiVHGou,0.161043
ID_CorQeHsO,0.371543
ID_CpLfaWPi,0.278278
ID_CpmCEBXc,0.211436
ID_CrRrDTza,0.31681
ID_CrSMaqyb,0.206505
ID_CrmiQoBo,0.289817
ID_CrnXMFGe,0.125539
ID_CroANmpd,0.435452
ID_CsSjGtFi,0.319185
ID_CsVakSZT,0.272325
ID_CsoxKaFR,0.201585
ID_CtrfLRmQ,0.23493
ID_CttZxSlY,0.645062
ID_CuIBunBG,0.419124
ID_CvAtaGka,0.391357
ID_CvDadgNp,0.39146
ID_CvLVRRoU,0.607168
ID_CvwWmZVH,0.180816
ID_CwutcNGv,0.15409
ID_CxOzodMT,0.196094
ID_CxeYhFLX,0.120525
ID_CxlApNxk,0.252657
ID_CzvLIKEt,0.166134
ID_CzxTfLps,0.213175
ID_DAMoIwog,0.216135
ID_DBeYFaLJ,0.135016
ID_DBzqOPuF,0.275828
ID_DCOnnhDj,0.170125
ID_DCQeMCTQ,0.368733
ID_DCRgDGVP,0.309433
ID_DCjoYiHP,0.299956
ID_DCtoGvyH,0.654973
ID_DCwcVmKy,0.36218
ID_DDaRkyMa,0.275188
ID_DEMTDldG,0.473848
ID_DEwnrUuh,0.486846
ID_DFVioZqw,0.471752
ID_DFzGJRZb,0.592435
ID_DGWhqlGk,0.707875
ID_DHNYtqaA,0.258866
ID_DHfNXtpq,0.458361
ID_DHqoYoYD,0.173518
ID_DILkugZy,0.477313
ID_DIvzQHMx,0.302888
ID_DJWcbzbL,0.296331
ID_DJZMdRHk,0.210532
ID_DJayJHkE,0.587234
ID_DKOOnkJl,0.180357
ID_DKYCaUfP,0.251782
ID_DKmaxuYC,0.176131
ID_DLDTfQCa,0.245092
ID_DMDSNqUt,0.372097
ID_DNIDNswj,0.784836
ID_DNPwUkcn,0.23514
ID_DNSsSmna,0.586051
ID_DNjMGbWK,0.125957
ID_DORsPKUF,0.498958
ID_DPfgKhIe,0.159752
ID_DQRlPLIX,0.333571
ID_DRZqSchd,0.158492
ID_DRbjmomF,0.211874
ID_DScDotef,0.60046
ID_DSdQgMGe,0.220583
ID_DSiECpJB,0.501155
ID_DSiyDBWL,0.318172
ID_DTPIhCsa,0.380022
ID_DTXxvuws,0.136519
ID_DTmTMLlU,0.168353
ID_DUEOzkuL,0.24299
ID_DULWKSJX,0.131922
ID_DVMAOHin,0.209723
ID_DVZheOiB,0.104169
ID_DVceposI,0.585189
ID_DVeewFKf,0.168747
ID_DWGWObwj,0.784967
ID_DWGpJTkv,0.171471
ID_DWgyNPTH,0.684095
ID_DXKyfxYZ,0.702481
ID_DYHXjurT,0.455531
ID_DYICyMMB,0.559009
ID_DYLGPgFZ,0.645967
ID_DYTVOftK,0.183631
ID_DYghsWax,0.330129
ID_DYuUjPon,0.167631
ID_DZCoGTkV,0.527314
ID_DZhhEDOt,0.589826
ID_DadTYUJQ,0.212539
ID_DagVOOHC,0.32594
ID_DagnKCxn,0.152522
ID_DavtyaQU,0.666399
ID_DawovcIU,0.604777
ID_DbEXIrxH,0.282335
ID_DcIwMVGC,0.521888
ID_DcJIhSpT,0.618202
ID_DcSPsGrz,0.288354
ID_DcgaObUv,0.179002
ID_DdMgHrOm,0.4413
ID_DeFQXLpj,0.541097
ID_DeUNlJSw,0.267519
ID_DfTEhVau,0.239029
ID_DfnrQMta,0.239205
ID_DgOdiRaV,0.149667
ID_DhkBTNad,0.186358
ID_DjEEbxwp,0.485482
ID_DjhtxXQM,0.289974
ID_DkrsqRvl,0.62817
ID_DlMchmJG,0.230394
ID_DlUOeuZZ,0.156449
ID_DlbMcJys,0.371677
ID_DlhOQjZu,0.195931
ID_DmOnYWUE,0.183034
ID_DmWqDyfY,0.337075
ID_DmmURtOX,0.156708
ID_DmwCfnNi,0.211207
ID_DnXetKsk,0.139004
ID_Dnftoghz,0.175974
ID_DoaKlOdf,0.186614
ID_DogoKVqz,0.532598
ID_DojOcFQT,0.560838
ID_DopUZctt,0.132414
ID_DornGdyP,0.133886
ID_DptAikmA,0.592091
ID_DpvJmAZz,0.174122
ID_DqWcBFro,0.654718
ID_DqeHxcGm,0.407021
ID_DrKVSVEk,0.156334
ID_DrXSWvwp,0.262554
ID_DsKaWuEE,0.299477
ID_DsWvQphI,0.662743
ID_DtFJUQna,0.239169
ID_DtHCfLiY,0.560858
ID_DtQzJUXO,0.688069
ID_DtdbBAtF,0.203883
ID_DuJNMOZl,0.331446
ID_DuYlzUdW,0.176253
ID_DuiQrITi,0.186707
ID_DvCkSdeB,0.1211
ID_DvDyOqRD,0.504077
ID_DvKmZcXY,0.468691
ID_DvTxwFnq,0.29733
ID_DvVZrrxY,0.281597
ID_DwEaPglq,0.234317
ID_DxFfsEqD,0.321542
ID_DxIeIhsS,0.503408
ID_DxlEfaDx,0.558485
ID_DyjrhcDC,0.167703
ID_DyoHsmDV,0.22783
ID_DzCMUmof,0.173366
ID_DzGuJBUc,0.189131
ID_DzNJJfNw,0.278737
ID_DzOpVLWg,0.157614
ID_DzYSAHsN,0.389406
ID_EAecgJZD,0.659807
ID_EBiZWnYz,0.23536
ID_ECXDMfJa,0.533383
ID_ECdMWIOz,0.653284
ID_ECtiZmSg,0.394614
ID_EECnBeqw,0.616502
ID_EEPGDfyN,0.257839
ID_EEgZOhlz,0.228291
ID_EEuDemjG,0.657327
ID_EFUilJvG,0.674516
ID_EFYXXEtP,0.172268
ID_EFszKMHu,0.464292
ID_EFuQqClS,0.589535
ID_EGQbeNVP,0.513325
ID_EGbdzJPn,0.339556
ID_EIUcvsLt,0.366354
ID_EIjYMUjO,0.180927
ID_EImXzxgg,0.413158
ID_EIqCnUNN,0.159865
ID_EIvkdtes,0.544919
ID_EJaOOFHL,0.316482
ID_EJyRZlZt,0.278288
ID_EKEcZRFR,0.525385
ID_EKPGXPJk,0.568538
ID_EKUiCeNh,0.155001
ID_EKrTVeKy,0.122116
ID_ELGLCHcp,0.536033
ID_ELdxnIsW,0.349851
ID_ELtTaYpb,0.300141
ID_ELxoSzBQ,0.294883
ID_EMCinHnA,0.559863
ID_EMMPRZtk,0.225069
ID_EMzXKKhZ,0.613365
ID_ENckeFMp,0.27849
ID_ENqNLzyM,0.150155
ID_EOAPmEKt,0.515392
ID_EOJImNnE,0.34292
ID_EOOHMjCe,0.481475
ID_EOXTNPmE,0.121938
ID_EPFfCPnA,0.315242
ID_EPYxrqkc,0.214122
ID_EPcqBzXs,0.245893
ID_EQCRCCrL,0.187391
ID_EQOEquwn,0.582813
ID_EQmXGtBy,0.199503
ID_ERNwHvCg,0.208979
ID_ERlQYuLa,0.227151
ID_ESTkUYBh,0.172077
ID_EScQeGCj,0.553703
ID_ESpVrFMy,0.174215
ID_ESwNpcwY,0.158853
ID_ETIyXple,0.190864
ID_ETeDOXFC,0.486839
ID_EURbIIyk,0.166515
ID_EUSrYAaJ,0.18739
ID_EUWdbZUM,0.247527
ID_EUZvTQzF,0.378164
ID_EUmoHcuF,0.205385
ID_EVhbidjQ,0.325387
ID_EWZkWIqh,0.500152
ID_EWbbjXep,0.158679
ID_EWpfhDeh,0.248195
ID_EXDiLuxE,0.361126
ID_EXLnKrIg,0.312152
ID_EXNXJyIL,0.273018
ID_EXcHFafW,0.126912
ID_EXtSEfFo,0.255008
ID_EYRGOELJ,0.187078
ID_EYeAYmAa,0.262093
ID_EZMEqCRS,0.252518
ID_EaALIVQB,0.274042
ID_EaKsjHfZ,0.286876
ID_EaddwLrp,0.401802
ID_EagobRVG,0.639079
ID_EatQBKnd,0.155122
ID_EautnNqc,0.164386
ID_EavjScGJ,0.32175
ID_EbAYjhOQ,0.159502
ID_EbLOzjnx,0.398345
ID_EbOJIrdP,0.226038
ID_EbSKBrkV,0.171408
ID_EcFVyxLd,0.139536
ID_EdQFjKmC,0.206333
ID_EdlMRuMZ,0.356363
ID_EeXXGllN,0.553901
ID_EexGFGCK,0.335823
ID_EfCHTvbI,0.387652
ID_EfipPoMb,0.416953
ID_EgMQChYc,0.223824
ID_EgyKnReO,0.460065
ID_EhHtmAlo,0.166142
ID_EiMqlhvT,0.26101
ID_EiPBJmUg,0.204315
ID_EjAlUwrl,0.204374
ID_EjWlAKPh,0.483296
ID_EjheRXlF,0.134639
ID_EkHbvmEL,0.268155
ID_EkRmCRzs,0.193182
ID_EkaBMkKG,0.687292
ID_EkylSQAD,0.159828
ID_EnUuMYwW,0.121993
ID_EnXSDwSK,0.487189
ID_EnbvQlwU,0.149244
ID_EndjsLHJ,0.603769
ID_EnzNvVWf,0.629318
ID_EoMZcHHr,0.182861
ID_EonTZzhf,0.236073
ID_EpSOMpLk,0.218725
ID_EpZYzsQM,0.151776
ID_EpzKevlD,0.513028
ID_ErZmSUOv,0.329171
ID_EsjcQNcp,0.393537
ID_EtGKPhuS,0.653415
ID_EtHHQoud,0.244203
ID_EtTFIofK,0.365253
ID_EttsnaJm,0.159465
ID_EttxzZCu,0.222253
ID_EuZxQfwp,0.722826
ID_EuanKTng,0.202469
ID_EuwTljfh,0.154604
ID_EvOGuWuO,0.443591
ID_EvSyjdlX,0.597849
ID_EvXnLFcK,0.14106
ID_EwBUXGuw,0.21761
ID_EwpfpgFP,0.654283
ID_ExEPcxAk,0.324565
ID_ExNuCQUg,0.261301
ID_ExOgHggk,0.166332
ID_ExdzjoSn,0.243102
ID_ExhzBrON,0.26134
ID_ExibhtuG,0.262684
ID_ExqWCdtE,0.24093
ID_ExvHGwzn,0.169668
ID_EyHjIByt,0.161961
ID_EyKGQilA,0.278342
ID_EyueSPBC,0.538063
ID_EzsTFcEh,0.639345
ID_FAiYiEuC,0.298643
ID_FAjvnNbX,0.603987
ID_FAmYMBQT,0.309186
ID_FAysgPua,0.260727
ID_FBHJcXXa,0.163233
ID_FBXabHVV,0.226477
ID_FBbzHIsv,0.254177
ID_FBcmdtau,0.49921
ID_FCJmgflZ,0.230411
ID_FCJtLRBJ,0.10309
ID_FDZRXCmn,0.12095
ID_FDuYcxwq,0.3143
ID_FDyjiuhm,0.544933
ID_FDzLHLFp,0.638776
ID_FECdlKNB,0.164365
ID_FEOwCiPH,0.122911
ID_FERodvop,0.559603
ID_FEeUPdqS,0.227831
ID_FEibdCrW,0.24221
ID_FFHvoWIT,0.513194
ID_FFUIJsJa,0.14294
ID_FFbXjVGe,0.334336
ID_FFmyEmaD,0.455078
ID_FGFggZmL,0.273112
ID_FGaoqmhD,0.25584
ID_FGqOTbmF,0.591474
ID_FGxcKwWJ,0.604893
ID_FHBQjiqX,0.278366
ID_FHWpNHUt,0.623048
ID_FHlUDrgC,0.215115
ID_FIiKjDde,0.73259
ID_FImkyYkh,0.167397
ID_FInTIdNw,0.103795
ID_FJBGJIaC,0.202504
ID_FJPuyTmE,0.697825
ID_FJZBxGJk,0.276434
ID_FJmKVgsG,0.114946
ID_FJqprByK,0.359837
ID_FKGkgLnl,0.202973
ID_FKQMUUcv,0.300806
ID_FKuvGBcb,0.200399
ID_FLGuAeDr,0.296894
ID_FMDAvlYn,0.540298
ID_FMiUzvWq,0.448974
ID_FMkPOEaf,0.224662
ID_FMoelsxD,0.153207
ID_FONSmEyl,0.151693
ID_FOVoPOIO,0.462397
ID_FOhIvZUG,0.341005
ID_FOshRuGd,0.362877
ID_FPcOmOLb,0.190734
ID_FQHjBpxh,0.326701
ID_FQsQLqGY,0.310371
ID_FRLZKhSZ,0.108235
ID_FRpbDwnM,0.239715
ID_FRwztClD,0.165356
ID_FRzgGabR,0.153191
ID_FSAizuWN,0.60575
ID_FScruXRr,0.576327
ID_FTCipYBS,0.217073
ID_FTefnQvp,0.276949
ID_FUEQeQyQ,0.159012
ID_FVwXEUTS,0.175924
ID_FWnGdusw,0.433659
ID_FWyRKdCH,0.614594
ID_FXDSOWXf,0.411679
ID_FXGkaNbs,0.342124
ID_FXNVAJaZ,0.344896
ID_FXtfbqDi,0.290633
ID_FYMSSOlU,0.161142
ID_FYhzbmYM,0.261548
ID_FZGPmdyN,0.208022
ID_FZKDZpcT,0.250823
ID_FZTZGxAN,0.469655
ID_FZUkQlqE,0.162596
ID_FZZUhEjQ,0.319036
ID_FaILpBxv,0.577496
ID_FaYyljds,0.303306
ID_FafUeAfV,0.139703
ID_FbKPcyxU,0.111952
ID_FbaPUILt,0.3039
ID_FcDYcSOm,0.306009
ID_FdQaiCaa,0.167778
ID_FdWnSCZy,0.426428
ID_FdcwiHyg,0.290473
ID_FeIKafgL,0.181453
ID_FeLmFggM,0.186619
ID_FeLvFWWG,0.381172
ID_FeTcqAFr,0.218193
ID_FeavPIXm,0.481751
ID_FetnTVSq,0.714774
ID_FfSiKVGa,0.338931
ID_FgMVNfZh,0.173386
ID_FglsobjS,0.329433
ID_FgyHKLED,0.190506
ID_FgzVLJha,0.433458
ID_FhUgHJOx,0.438477
ID_FhVGxDBv,0.204885
ID_FipKxRHj,0.154322
ID_FjetAlNB,0.450029
ID_FkDXfkRT,0.334608
ID_FkanyOua,0.302187
ID_FkbbJNEe,0.475611
ID_FlMckjcU,0.190358
ID_FlPYRzpT,0.281043
ID_FlmTojXM,0.234016
ID_FnGZHoxX,0.117955
ID_FnKmKAxT,0.16489
ID_FoKmddpm,0.174675
ID_FoeArgpO,0.221663
ID_FpsqZhXT,0.14211
ID_FqZIUmml,0.268616
ID_FqhgtzQU,0.168046
ID_FqxhCJXn,0.344412
ID_FrTHNpkN,0.228982
ID_FshHPhGc,0.181366
ID_FtYDEfLU,0.145021
ID_FteDXKtY,0.100673
ID_Ftrudqrs,0.281523
ID_FuRKABLd,0.319686
ID_FuTJchso,0.616342
ID_FuXUCMew,0.154202
ID_FulnzTGE,0.218416
ID_FvYDcYIL,0.602328
ID_FvddSkvz,0.242093
ID_FvrAyBNY,0.149011
ID_FvyLnPgo,0.65622
ID_FwcaemhF,0.209821
ID_FwnhroBV,0.70831
ID_FwoPBbJf,0.096677
ID_Fwvjmlsv,0.165478
ID_FwwoaeMf,0.31203
ID_FxDZaWzX,0.318
ID_FxhEHpRo,0.177734
ID_FxvxTdPK,0.198672
ID_FyctuCiJ,0.534666
ID_FyrXUfWY,0.559682
ID_FysoAxek,0.518817
ID_FzRIWtlV,0.238623
ID_FzRRgQAH,0.229596
ID_FzSBFknU,0.131897
ID_FzZYaJlv,0.239734
ID_GAGWmYXF,0.429737
ID_GAKCqbYH,0.199663
ID_GAKoDzPo,0.150909
ID_GAxsmKbI,0.547728
ID_GAymmgcA,0.324669
ID_GBDoublR,0.280335
ID_GBJPcCsH,0.579851
ID_GBrMzPNr,0.224721
ID_GBvciAfP,0.220633
ID_GCcGvkXu,0.245284
ID_GCqZISep,0.311323
ID_GDXafFOL,0.177955
ID_GDZnpCwT,0.109511
ID_GELDdhZj,0.188642
ID_GEstSnmi,0.175769
ID_GFOBfLQr,0.543968
ID_GGBXJMpP,0.219098
ID_GGMHqqJF,0.161006
ID_GGWTCijg,0.225775
ID_GGfTbioz,0.137321
ID_GGkSaLIE,0.109582
ID_GHxTdhNK,0.168766
ID_GIHUliQP,0.581049
ID_GJlHEZDL,0.199806
ID_GJuvqXAX,0.4785
ID_GKCDppQr,0.423806
ID_GKIpkVnY,0.713594
